Customer ID,Churn Label,Contract,Monthly Charge,Tenure in Months,Payment Method,Total Revenue,Internet Service
8844-TONUD,Yes,Month-to-Month,96.65,13,Mailed Check,1755.65,Yes
5868-CZJDR,Yes,Month-to-Month,31.35,1,Mailed Check,111.35,Yes
0135-NMXAP,Yes,Month-to-Month,89.75,12,Bank Withdrawal,1224.96,Yes
6270-OMFIW,Yes,One Year,94.4,60,Bank Withdrawal,8454.25,Yes
0107-WESLM,Yes,Month-to-Month,19.85,1,Bank Withdrawal,51.620000000000005,No
3992-YWPKO,Yes,Month-to-Month,109.9,6,Credit Card,791.61,Yes
0125-LZQXK,Yes,Month-to-Month,101.35,15,Bank Withdrawal,2242.75,Yes
5673-FSSMF,Yes,Month-to-Month,60.15,1,Bank Withdrawal,113.63,Yes
1579-KLYDT,Yes,Month-to-Month,90.45,7,Bank Withdrawal,844.82,Yes
3927-NLNRY,Yes,One Year,94.25,53,Bank Withdrawal,5703.76,Yes
6358-LYNGM,Yes,Month-to-Month,74.9,1,Bank Withdrawal,76.74000000000001,Yes
5494-HECPR,Yes,Month-to-Month,80.25,1,Bank Withdrawal,113.17,Yes
9824-BEMCV,Yes,Month-to-Month,69.0,17,Bank Withdrawal,1914.14,Yes
1373-ORVIZ,Yes,Month-to-Month,66.35,11,Bank Withdrawal,913.39,Yes
9866-QEVEE,Yes,Month-to-Month,86.0,19,Bank Withdrawal,1950.24,Yes
9897-KXHCM,Yes,Month-to-Month,80.3,3,Bank Withdrawal,395.19000000000005,Yes
7979-CORPM,Yes,Month-to-Month,90.55,24,Credit Card,3144.87,Yes
1618-CFHME,Yes,Month-to-Month,75.9,2,Bank Withdrawal,197.09,Yes
3165-HDOEW,Yes,Month-to-Month,45.85,1,Credit Card,60.75,Yes
6581-NQCBA,Yes,Month-to-Month,49.95,16,Bank Withdrawal,810.2,Yes
1689-MRZQR,Yes,Month-to-Month,78.3,34,Bank Withdrawal,3021.6000000000004,Yes
5835-BEQEU,Yes,Month-to-Month,76.95,3,Bank Withdrawal,353.54,Yes
5552-ZNFSJ,Yes,Month-to-Month,45.3,1,Bank Withdrawal,79.66999999999999,Yes
2223-KAGMX,Yes,Month-to-Month,19.4,15,Bank Withdrawal,786.4000000000001,No
7321-PKUYW,Yes,Month-to-Month,90.15,11,Bank Withdrawal,1233.91,Yes
2833-SLKDQ,Yes,Month-to-Month,45.05,1,Credit Card,93.08,Yes
7595-EUIVN,Yes,Month-to-Month,75.8,1,Bank Withdrawal,90.28,Yes
2026-TGDHM,Yes,Month-to-Month,79.3,7,Bank Withdrawal,667.62,Yes
4030-VPZBD,Yes,Month-to-Month,30.9,2,Bank Withdrawal,59.05,Yes
2408-TZMJL,Yes,One Year,110.15,59,Bank Withdrawal,7787.94,Yes
7993-PYKOF,Yes,Month-to-Month,75.0,8,Bank Withdrawal,675.6700000000001,Yes
5027-XWQHA,Yes,Month-to-Month,44.75,6,Bank Withdrawal,527.91,Yes
4566-QVRRW,Yes,Month-to-Month,44.05,11,Bank Withdrawal,756.8299999999999,Yes
0201-OAMXR,Yes,One Year,115.55,70,Credit Card,8842.300000000001,Yes
7831-QGOXH,Yes,Month-to-Month,85.2,18,Bank Withdrawal,1993.1,Yes
6393-WRYZE,Yes,Month-to-Month,97.65,34,Bank Withdrawal,4680.77,Yes
6599-RCLCJ,Yes,Month-to-Month,109.55,47,Bank Withdrawal,5482.6900000000005,Yes
9831-BPFRI,Yes,One Year,89.55,39,Bank Withdrawal,4851.93,Yes
1725-MIMXW,Yes,Month-to-Month,19.45,1,Credit Card,68.41,No
0031-PVLZI,Yes,Month-to-Month,20.35,4,Credit Card,126.07,No
4791-QRGMF,Yes,One Year,99.5,59,Bank Withdrawal,6595.9400000000005,Yes
4671-LXRDQ,Yes,Month-to-Month,45.0,2,Credit Card,160.95,Yes
1934-SJVJK,Yes,Month-to-Month,20.15,1,Credit Card,60.66,No
3838-OZURD,Yes,Month-to-Month,105.0,66,Credit Card,7613.73,Yes
9269-CQOOL,Yes,Month-to-Month,54.7,3,Credit Card,178.08999999999995,Yes
2845-HSJCY,Yes,Month-to-Month,87.25,14,Bank Withdrawal,1667.12,Yes
1184-PJVDB,Yes,Month-to-Month,79.95,10,Bank Withdrawal,970.2,Yes
9415-DPEWS,Yes,Month-to-Month,88.35,18,Bank Withdrawal,1867.36,Yes
7943-RQCHR,Yes,Month-to-Month,94.75,9,Bank Withdrawal,1010.53,Yes
3249-ZPQRG,Yes,Month-to-Month,78.45,4,Bank Withdrawal,498.29,Yes
2568-BRGYX,Yes,Month-to-Month,70.2,4,Bank Withdrawal,290.03,Yes
7721-JXEAW,Yes,Month-to-Month,41.05,59,Bank Withdrawal,2452.7,Yes
7249-WBIYX,Yes,Month-to-Month,85.6,10,Bank Withdrawal,1114.85,Yes
3164-AALRN,Yes,One Year,70.0,5,Credit Card,583.65,Yes
3334-CTHOL,Yes,Month-to-Month,49.95,1,Bank Withdrawal,93.44,Yes
4704-ERYFC,Yes,Month-to-Month,69.25,22,Bank Withdrawal,2260.42,Yes
0471-LVHGK,Yes,One Year,73.0,41,Bank Withdrawal,3653.51,Yes
9518-RWHZL,Yes,One Year,100.05,64,Credit Card,8054.519999999999,Yes
6240-EURKS,Yes,Month-to-Month,35.0,18,Bank Withdrawal,623.0,Yes
6960-HVYXR,Yes,Month-to-Month,76.0,1,Bank Withdrawal,111.01,Yes
7861-UVUFT,Yes,Month-to-Month,84.3,15,Bank Withdrawal,1732.9,Yes
0680-DFNNY,Yes,Month-to-Month,101.1,15,Bank Withdrawal,2114.55,Yes
7767-UXAGJ,Yes,Month-to-Month,50.45,1,Bank Withdrawal,78.7,Yes
1571-SAVHK,Yes,Month-to-Month,99.95,12,Credit Card,1590.67,Yes
9546-CQJSU,Yes,Month-to-Month,91.4,2,Bank Withdrawal,272.84,Yes
2951-QOQTK,Yes,Month-to-Month,80.8,4,Credit Card,501.77,Yes
3473-XIIIT,Yes,Month-to-Month,100.0,16,Bank Withdrawal,2140.03,Yes
7893-IXHRQ,Yes,Month-to-Month,20.55,1,Bank Withdrawal,36.46,No
2952-QAYZF,Yes,Month-to-Month,85.3,5,Bank Withdrawal,606.75,Yes
4763-PGDPO,Yes,Month-to-Month,70.4,4,Bank Withdrawal,515.48,Yes
5394-SVGJV,Yes,Month-to-Month,98.8,37,Bank Withdrawal,4612.1900000000005,Yes
9283-LZQOH,Yes,Month-to-Month,74.4,13,Credit Card,934.71,Yes
7079-QRCBC,Yes,Month-to-Month,98.75,24,Bank Withdrawal,3311.86,Yes
5469-CTCWN,Yes,One Year,106.0,61,Bank Withdrawal,9411.65,Yes
9851-QXEEQ,Yes,Month-to-Month,104.7,41,Bank Withdrawal,6303.74,Yes
5208-HFSBT,Yes,Month-to-Month,55.05,2,Credit Card,187.85,Yes
2667-WYLWJ,Yes,One Year,19.75,8,Credit Card,514.04,No
1092-GANHU,Yes,Month-to-Month,76.65,17,Bank Withdrawal,1833.92,Yes
7881-EVUAD,Yes,Month-to-Month,42.6,2,Bank Withdrawal,72.4,Yes
5766-XQXMQ,Yes,Month-to-Month,68.85,29,Bank Withdrawal,2000.08,Yes
3703-VAVCL,Yes,Month-to-Month,90.0,2,Credit Card,283.89,Yes
8519-QJGJD,Yes,Month-to-Month,75.35,14,Bank Withdrawal,1288.31,Yes
6326-MTTXK,Yes,Month-to-Month,100.85,8,Bank Withdrawal,845.7099999999999,Yes
0330-IVZHA,Yes,Month-to-Month,69.95,5,Bank Withdrawal,415.55,Yes
2886-KEFUM,Yes,One Year,107.5,63,Bank Withdrawal,7055.34,Yes
4237-RLAQD,Yes,Month-to-Month,45.85,1,Credit Card,90.6,Yes
9651-GTSAQ,Yes,One Year,106.1,53,Bank Withdrawal,7364.52,Yes
3186-BAXNB,Yes,Month-to-Month,91.7,1,Bank Withdrawal,108.93,Yes
0637-YLETY,Yes,Month-to-Month,95.6,16,Credit Card,1859.49,Yes
1157-BQCUW,Yes,Month-to-Month,74.95,1,Bank Withdrawal,105.02,Yes
2003-CKLOR,Yes,Month-to-Month,99.5,66,Bank Withdrawal,8414.62,Yes
9254-RBFON,Yes,One Year,98.6,17,Bank Withdrawal,1796.75,Yes
1205-WNWPJ,Yes,Month-to-Month,59.5,7,Credit Card,431.63,Yes
8387-MOJJT,Yes,Month-to-Month,77.95,42,Credit Card,4812.84,Yes
6032-KRXXO,Yes,Month-to-Month,90.25,30,Bank Withdrawal,3657.15,Yes
7459-RRWQZ,Yes,Month-to-Month,64.65,15,Bank Withdrawal,1708.1,Yes
3092-IGHWF,Yes,One Year,87.4,67,Bank Withdrawal,7821.6,Yes
6352-TWCAU,Yes,Month-to-Month,86.45,35,Bank Withdrawal,3696.55,Yes
2929-QNSRW,Yes,One Year,98.25,56,Bank Withdrawal,6731.31,Yes
1262-OPMFY,Yes,Month-to-Month,75.75,9,Bank Withdrawal,941.65,Yes
1899-VXWXM,Yes,One Year,106.1,48,Credit Card,6269.84,Yes
3331-HQDTW,Yes,Month-to-Month,109.8,34,Credit Card,3858.91,Yes
5442-XSDCW,Yes,Month-to-Month,79.5,11,Bank Withdrawal,1065.13,Yes
3049-NDXFL,Yes,Month-to-Month,85.8,1,Credit Card,120.27,Yes
7963-GQRMY,Yes,Month-to-Month,44.3,3,Credit Card,267.88,Yes
1228-FZFRV,Yes,Month-to-Month,105.95,50,Credit Card,6385.8,Yes
2058-DCJBE,Yes,Month-to-Month,69.75,5,Bank Withdrawal,480.3,Yes
5364-XYIRR,Yes,Month-to-Month,94.65,51,Bank Withdrawal,5887.83,Yes
4829-AUOAX,Yes,Month-to-Month,96.05,46,Bank Withdrawal,4763.78,Yes
9158-VCTQB,Yes,Month-to-Month,113.6,41,Bank Withdrawal,4800.36,Yes
6311-UEUME,Yes,Month-to-Month,78.9,29,Bank Withdrawal,3669.72,Yes
6839-ITVZJ,Yes,Month-to-Month,60.05,26,Bank Withdrawal,2196.73,Yes
0375-HVGXO,Yes,Month-to-Month,34.7,1,Bank Withdrawal,34.7,Yes
8593-WHYHV,Yes,Month-to-Month,85.3,3,Bank Withdrawal,307.64,Yes
6097-EQISJ,Yes,One Year,102.45,66,Credit Card,9963.97,Yes
4423-YLHDV,Yes,Month-to-Month,104.4,21,Bank Withdrawal,3009.17,Yes
0107-YHINA,Yes,Month-to-Month,99.75,1,Bank Withdrawal,140.46,Yes
8640-SDGKB,Yes,Month-to-Month,74.4,4,Bank Withdrawal,415.26,Yes
4116-TZAQJ,Yes,Month-to-Month,74.25,9,Credit Card,764.39,Yes
3877-JRJIP,Yes,Month-to-Month,59.85,1,Bank Withdrawal,81.9,Yes
7511-YMXVQ,Yes,Month-to-Month,45.4,9,Bank Withdrawal,438.8,Yes
7551-JOHTI,Yes,Month-to-Month,19.5,1,Credit Card,51.95,No
9804-ICWBG,Yes,Month-to-Month,69.9,1,Bank Withdrawal,115.4,Yes
5318-IXUZF,Yes,Month-to-Month,87.15,2,Bank Withdrawal,196.15,Yes
3198-VELRD,Yes,Month-to-Month,84.75,3,Bank Withdrawal,379.12,Yes
9436-ZBZCT,Yes,Month-to-Month,89.95,14,Bank Withdrawal,1579.5,Yes
7198-GLXTC,Yes,Month-to-Month,79.0,2,Bank Withdrawal,240.97,Yes
0516-VRYBW,Yes,One Year,20.15,18,Bank Withdrawal,551.95,No
8380-PEFPE,Yes,Month-to-Month,71.65,1,Bank Withdrawal,89.19,Yes
5687-DKDTV,Yes,Month-to-Month,20.35,4,Credit Card,228.14,No
7530-HDYDS,Yes,Month-to-Month,84.25,38,Credit Card,3935.58,Yes
3096-IZETN,Yes,Month-to-Month,78.1,12,Bank Withdrawal,1457.9,Yes
5922-ABDVO,Yes,Month-to-Month,89.65,19,Credit Card,2253.54,Yes
9172-ANCRX,Yes,Month-to-Month,98.7,10,Bank Withdrawal,1346.85,Yes
6910-HADCM,Yes,Month-to-Month,76.35,1,Bank Withdrawal,83.61,Yes
4816-LXZYW,Yes,Month-to-Month,79.15,23,Bank Withdrawal,2446.07,Yes
4911-BANWH,Yes,Month-to-Month,86.55,31,Credit Card,3732.18,Yes
8496-EJAUI,Yes,Month-to-Month,73.85,19,Credit Card,1588.51,Yes
6365-MTGZX,Yes,Month-to-Month,96.0,24,Bank Withdrawal,2716.69,Yes
1349-WXNGG,Yes,Month-to-Month,20.05,1,Bank Withdrawal,32.05,No
6990-YNRIO,Yes,Two Year,108.65,65,Bank Withdrawal,9660.15,Yes
0621-TWIEM,Yes,Month-to-Month,45.55,10,Bank Withdrawal,747.0,Yes
2485-ITVKB,Yes,Month-to-Month,35.1,2,Bank Withdrawal,78.75,Yes
3669-OYSJI,Yes,Month-to-Month,46.2,1,Credit Card,94.78,Yes
1612-EOHDH,Yes,Month-to-Month,45.15,1,Bank Withdrawal,76.07,Yes
7517-SAWMO,Yes,Month-to-Month,73.2,19,Bank Withdrawal,1930.35,Yes
4143-HHPMK,Yes,Month-to-Month,85.35,52,Bank Withdrawal,6931.360000000001,Yes
7054-LGEQW,Yes,Month-to-Month,45.95,1,Credit Card,51.07,Yes
0923-PNFUB,Yes,Month-to-Month,83.75,3,Bank Withdrawal,386.33,Yes
3494-JCHRQ,Yes,Month-to-Month,70.05,1,Bank Withdrawal,97.94,Yes
6474-FVJLC,Yes,Month-to-Month,86.0,2,Bank Withdrawal,252.39,Yes
4547-LYTDD,Yes,Month-to-Month,72.65,16,Bank Withdrawal,1946.14,Yes
6770-XUAGN,Yes,Month-to-Month,21.0,1,Bank Withdrawal,37.66,No
3143-ILDAL,Yes,Month-to-Month,94.45,56,Bank Withdrawal,6547.56,Yes
4720-VSTSI,Yes,Month-to-Month,84.8,44,Bank Withdrawal,5630.030000000001,Yes
3946-MHCZW,Yes,Month-to-Month,50.9,1,Credit Card,57.85,Yes
6651-AZVTJ,Yes,Month-to-Month,99.8,49,Bank Withdrawal,7302.51,Yes
4566-GOLUK,Yes,Month-to-Month,107.35,47,Bank Withdrawal,6892.73,Yes
2484-DGXPZ,Yes,Month-to-Month,19.55,31,Credit Card,1591.12,No
4587-NUKOX,Yes,Month-to-Month,79.1,3,Bank Withdrawal,343.79,Yes
0420-BWTPW,Yes,Month-to-Month,25.5,8,Mailed Check,215.2,Yes
8183-ONMXC,Yes,Month-to-Month,80.75,2,Bank Withdrawal,169.67,Yes
9614-RMGHA,Yes,Month-to-Month,91.85,65,Bank Withdrawal,8329.6,Yes
5054-IEXZT,Yes,Month-to-Month,75.35,1,Bank Withdrawal,118.17,Yes
5834-ASPWA,Yes,Month-to-Month,75.45,1,Bank Withdrawal,87.03,Yes
3948-XHGNA,Yes,Month-to-Month,49.55,24,Bank Withdrawal,1555.7600000000002,Yes
0565-IYCGT,Yes,One Year,78.6,69,Credit Card,7383.67,Yes
5445-UTODQ,Yes,Month-to-Month,81.1,7,Bank Withdrawal,657.71,Yes
1024-VRZHF,Yes,Month-to-Month,74.95,11,Bank Withdrawal,1063.08,Yes
0348-SDKOL,Yes,Month-to-Month,102.1,58,Credit Card,6188.98,Yes
4373-MAVJG,Yes,Month-to-Month,90.9,14,Bank Withdrawal,1449.96,Yes
8901-HJXTF,Yes,Month-to-Month,29.2,12,Mailed Check,309.1,Yes
5419-KLXBN,Yes,Month-to-Month,89.15,25,Bank Withdrawal,2873.75,Yes
9828-AOQLM,Yes,Month-to-Month,45.7,1,Bank Withdrawal,58.5,Yes
7615-ESMYF,Yes,Month-to-Month,44.6,2,Bank Withdrawal,97.1,Yes
3858-VOBET,Yes,Month-to-Month,74.95,23,Bank Withdrawal,2372.85,Yes
1447-PJGGA,Yes,Two Year,95.25,57,Bank Withdrawal,6465.0,Yes
8565-CLBZW,Yes,Month-to-Month,89.85,24,Mailed Check,2836.33,Yes
9139-WQQDY,Yes,One Year,100.45,49,Mailed Check,6233.93,Yes
0224-HJAPT,Yes,Month-to-Month,47.15,5,Bank Withdrawal,333.20000000000005,Yes
8086-OVPWV,Yes,Month-to-Month,80.2,2,Bank Withdrawal,244.04,Yes
9430-FRQOC,Yes,Month-to-Month,87.1,4,Mailed Check,471.29,Yes
3074-GQWYX,Yes,Month-to-Month,75.9,5,Bank Withdrawal,592.15,Yes
6845-RGTYS,Yes,Month-to-Month,98.75,47,Bank Withdrawal,4668.59,Yes
8861-HGGKB,Yes,Month-to-Month,86.45,10,Bank Withdrawal,1007.35,Yes
7065-YUNRY,Yes,Month-to-Month,45.3,1,Mailed Check,85.24,Yes
7694-VLBWQ,Yes,One Year,104.1,67,Bank Withdrawal,7588.91,Yes
6481-OGDOO,Yes,One Year,90.6,67,Credit Card,8116.4,Yes
3753-TSEMP,Yes,Month-to-Month,88.15,15,Bank Withdrawal,1574.65,Yes
8305-VHZBZ,Yes,Month-to-Month,20.2,1,Mailed Check,33.47,No
9172-JITSM,Yes,Month-to-Month,90.8,26,Bank Withdrawal,2761.42,Yes
6298-QDFNH,Yes,Month-to-Month,79.35,22,Bank Withdrawal,2152.53,Yes
6173-ITPWD,Yes,Month-to-Month,83.35,47,Bank Withdrawal,5029.38,Yes
9734-UYXQI,Yes,Month-to-Month,49.4,2,Bank Withdrawal,156.20999999999998,Yes
2189-UXTKY,Yes,Month-to-Month,79.2,22,Bank Withdrawal,2031.17,Yes
4958-GZWIY,Yes,Month-to-Month,48.7,7,Bank Withdrawal,376.16,Yes
6356-ELRKD,Yes,Month-to-Month,95.6,1,Bank Withdrawal,102.27,Yes
8624-GIOUT,Yes,Month-to-Month,59.75,49,Credit Card,4691.93,Yes
3177-LASXD,Yes,Month-to-Month,71.35,1,Bank Withdrawal,111.75,Yes
4897-QSUYC,Yes,Month-to-Month,20.15,1,Mailed Check,41.74,No
1084-UQCHV,Yes,Month-to-Month,69.75,1,Bank Withdrawal,97.72,Yes
2955-BJZHG,Yes,Month-to-Month,80.85,17,Bank Withdrawal,1683.2199999999998,Yes
3806-DXQOM,Yes,Month-to-Month,33.65,4,Bank Withdrawal,137.85,Yes
9300-RENDD,Yes,Month-to-Month,79.95,1,Bank Withdrawal,83.08,Yes
0761-AETCS,Yes,Month-to-Month,19.3,1,Bank Withdrawal,44.92,No
2153-MREFK,Yes,One Year,99.2,37,Bank Withdrawal,4870.52,Yes
3106-ULWFW,Yes,Month-to-Month,85.2,8,Credit Card,838.68,Yes
0925-VYDLG,Yes,Month-to-Month,75.25,3,Bank Withdrawal,295.61,Yes
4349-GFQHK,Yes,Month-to-Month,54.35,1,Bank Withdrawal,79.74000000000001,Yes
7802-EFKNY,Yes,Month-to-Month,24.95,5,Bank Withdrawal,100.4,Yes
8035-BUYVG,Yes,One Year,42.35,40,Bank Withdrawal,1716.45,Yes
9787-XVQIU,Yes,Month-to-Month,75.3,1,Bank Withdrawal,114.74,Yes
8945-MUQUF,Yes,One Year,94.8,51,Bank Withdrawal,7120.870000000001,Yes
3023-GFLBR,Yes,Month-to-Month,86.15,33,Credit Card,3218.92,Yes
0524-IAVZO,Yes,Month-to-Month,85.0,30,Bank Withdrawal,2768.85,Yes
2737-YNGYW,Yes,Month-to-Month,80.55,2,Bank Withdrawal,251.88,Yes
5159-YFPKQ,Yes,Month-to-Month,75.8,2,Bank Withdrawal,209.37,Yes
7927-AUXBZ,Yes,Month-to-Month,85.15,30,Bank Withdrawal,2836.1,Yes
7619-ODSGN,Yes,Month-to-Month,54.75,24,Bank Withdrawal,1752.63,Yes
2514-GINMM,Yes,Month-to-Month,79.5,1,Bank Withdrawal,128.47,Yes
2659-VXMWZ,Yes,One Year,111.3,67,Bank Withdrawal,9441.18,Yes
4285-GYRQC,Yes,Month-to-Month,86.25,7,Bank Withdrawal,899.72,Yes
8337-MSSXB,Yes,Month-to-Month,86.3,14,Bank Withdrawal,1601.15,Yes
8182-BJDSI,Yes,Month-to-Month,89.95,28,Bank Withdrawal,3473.3900000000003,Yes
2482-CZGBB,Yes,Month-to-Month,70.0,10,Bank Withdrawal,1012.8,Yes
0866-QLSIR,Yes,One Year,64.4,34,Mailed Check,3258.69,Yes
7181-BQYBV,Yes,Month-to-Month,102.45,1,Bank Withdrawal,128.33,Yes
6204-IEUXJ,Yes,Month-to-Month,80.1,3,Credit Card,339.56,Yes
4529-CKBCL,Yes,Month-to-Month,80.2,2,Bank Withdrawal,255.63,Yes
2506-CLAKW,Yes,Month-to-Month,98.15,6,Bank Withdrawal,689.01,Yes
1583-IHQZE,Yes,Month-to-Month,112.95,12,Mailed Check,1582.15,Yes
0151-ONTOV,Yes,Month-to-Month,70.9,1,Mailed Check,110.71,Yes
0320-JDNQG,Yes,Month-to-Month,99.85,23,Bank Withdrawal,3204.15,Yes
7180-PISOG,Yes,Month-to-Month,74.5,1,Bank Withdrawal,110.94,Yes
3571-RFHAR,Yes,Month-to-Month,109.15,65,Bank Withdrawal,7689.599999999999,Yes
9578-VRMNM,Yes,Month-to-Month,65.2,16,Credit Card,1802.55,Yes
6140-QNRQQ,Yes,Month-to-Month,71.55,1,Mailed Check,88.82,Yes
4307-KTUMW,Yes,Month-to-Month,93.9,53,Bank Withdrawal,6684.92,Yes
7470-MCQTK,Yes,Month-to-Month,48.75,13,Bank Withdrawal,633.4,Yes
7488-MXJIV,Yes,Month-to-Month,85.65,4,Bank Withdrawal,504.93,Yes
2027-FECZV,Yes,Month-to-Month,106.7,12,Bank Withdrawal,1556.18,Yes
2672-DZUOY,Yes,Month-to-Month,25.15,1,Bank Withdrawal,25.15,Yes
3870-MQAMG,Yes,One Year,110.35,54,Bank Withdrawal,6010.87,Yes
4800-CZMPC,Yes,One Year,103.25,48,Credit Card,5342.83,Yes
7377-DMMRI,Yes,Month-to-Month,47.8,2,Bank Withdrawal,119.91,Yes
8949-JTMAY,Yes,Month-to-Month,98.6,29,Credit Card,3737.95,Yes
3211-ILJTT,Yes,Month-to-Month,70.4,17,Bank Withdrawal,1446.61,Yes
5103-MHMHY,Yes,Month-to-Month,45.95,1,Mailed Check,92.12,Yes
0235-KGSLC,Yes,Month-to-Month,85.55,1,Credit Card,118.89,Yes
2884-GBPFB,Yes,Month-to-Month,70.3,35,Bank Withdrawal,2861.6000000000004,Yes
5136-KCKGI,Yes,One Year,103.7,33,Mailed Check,4840.13,Yes
3722-WPXTK,Yes,Month-to-Month,88.35,1,Bank Withdrawal,102.61,Yes
2929-ERCFZ,Yes,Month-to-Month,94.2,8,Bank Withdrawal,1087.94,Yes
7548-SEPYI,Yes,Month-to-Month,96.25,5,Bank Withdrawal,673.0500000000001,Yes
8835-VSDSE,Yes,Month-to-Month,70.7,2,Bank Withdrawal,160.97,Yes
1623-NLDOT,Yes,One Year,33.55,42,Mailed Check,1495.3,Yes
5236-PERKL,Yes,Two Year,112.95,57,Bank Withdrawal,9250.02,Yes
7854-FOKSF,Yes,Month-to-Month,35.9,1,Bank Withdrawal,35.9,Yes
2519-FAKOD,Yes,Month-to-Month,99.25,38,Bank Withdrawal,4965.41,Yes
7089-IVVAZ,Yes,Month-to-Month,103.35,8,Bank Withdrawal,1004.74,Yes
9492-TOKRI,Yes,Month-to-Month,90.0,18,Credit Card,1773.05,Yes
3325-FUYCG,Yes,One Year,106.1,28,Bank Withdrawal,3116.76,Yes
8481-YYXWG,Yes,Month-to-Month,89.35,5,Bank Withdrawal,512.25,Yes
2609-IAICY,Yes,Month-to-Month,77.15,1,Bank Withdrawal,114.85,Yes
1740-CSDJP,Yes,Month-to-Month,35.25,1,Bank Withdrawal,35.25,Yes
2636-OHFMN,Yes,Month-to-Month,48.55,4,Bank Withdrawal,201.0,Yes
1323-OOEPC,Yes,Month-to-Month,98.4,53,Credit Card,7361.72,Yes
9921-ZVRHG,Yes,Month-to-Month,80.45,14,Bank Withdrawal,1088.66,Yes
4701-MLJPN,Yes,Month-to-Month,55.25,31,Bank Withdrawal,1773.0800000000002,Yes
9206-GVPEQ,Yes,Month-to-Month,54.45,13,Bank Withdrawal,706.85,Yes
1596-BBVTG,Yes,Month-to-Month,75.35,35,Credit Card,3512.4500000000003,Yes
8433-WXGNA,Yes,Month-to-Month,75.7,2,Bank Withdrawal,273.52,Yes
3707-GNWHM,Yes,Month-to-Month,74.25,1,Mailed Check,96.05,Yes
5766-ZJYBB,Yes,Month-to-Month,19.4,1,Mailed Check,22.54,No
8931-GJJIQ,Yes,Month-to-Month,83.3,9,Bank Withdrawal,1070.6,Yes
4277-PVRAN,Yes,Month-to-Month,80.1,8,Bank Withdrawal,970.42,Yes
0203-HHYIJ,Yes,One Year,25.3,25,Bank Withdrawal,815.6,No
0952-KMEEH,Yes,Month-to-Month,98.15,13,Mailed Check,1313.93,Yes
8178-EYZUO,Yes,Month-to-Month,93.7,46,Bank Withdrawal,4880.68,Yes
3230-WYKIR,Yes,One Year,82.0,18,Credit Card,1650.45,Yes
0407-BDJKB,Yes,Month-to-Month,95.75,60,Bank Withdrawal,7856.099999999999,Yes
9600-UDOPK,Yes,Month-to-Month,94.05,30,Credit Card,3181.45,Yes
4074-SJFFA,Yes,Month-to-Month,54.75,1,Mailed Check,67.76,Yes
4910-GMJOT,Yes,Month-to-Month,94.6,1,Bank Withdrawal,95.77,Yes
4323-SADQS,Yes,Month-to-Month,34.5,7,Bank Withdrawal,279.25,Yes
4446-BZKHU,Yes,Month-to-Month,105.55,61,Bank Withdrawal,9069.15,Yes
5202-IVJNU,Yes,Month-to-Month,30.1,39,Credit Card,1281.3,Yes
5976-JCJRH,Yes,Month-to-Month,70.3,10,Bank Withdrawal,1055.4,Yes
0137-OCGAB,Yes,Month-to-Month,80.2,1,Mailed Check,81.43,Yes
3351-NQLDI,Yes,One Year,94.35,67,Credit Card,8414.43,Yes
7593-JNWRU,Yes,Month-to-Month,44.6,6,Bank Withdrawal,556.0,Yes
4588-YBNIB,Yes,Month-to-Month,19.6,1,Credit Card,24.96,No
5028-GZLDO,Yes,Month-to-Month,70.7,2,Credit Card,212.82,Yes
6877-TJMBR,Yes,Month-to-Month,84.8,1,Bank Withdrawal,122.63,Yes
6769-DCQLI,Yes,One Year,105.0,52,Bank Withdrawal,7989.93,Yes
2433-KMEAS,Yes,Month-to-Month,54.45,22,Bank Withdrawal,1287.51,Yes
2195-ZRVAX,Yes,Month-to-Month,85.3,47,Bank Withdrawal,6125.87,Yes
3550-SAHFP,Yes,Month-to-Month,83.35,33,Bank Withdrawal,3467.42,Yes
2011-TRQYE,Yes,Month-to-Month,33.5,18,Credit Card,600.0,Yes
4873-ILOLJ,Yes,Month-to-Month,90.35,24,Bank Withdrawal,3018.26,Yes
2725-KXXWT,Yes,Month-to-Month,90.75,1,Bank Withdrawal,113.81,Yes
9565-DJPIB,Yes,Month-to-Month,89.6,4,Credit Card,512.6899999999999,Yes
8348-HFYIV,Yes,Month-to-Month,49.25,2,Bank Withdrawal,90.35,Yes
6849-WLEYG,Yes,Month-to-Month,19.75,1,Credit Card,31.66,No
4659-NZRUF,Yes,Month-to-Month,95.15,19,Bank Withdrawal,2533.78,Yes
8429-XIBUM,Yes,Month-to-Month,101.35,22,Bank Withdrawal,2544.36,Yes
2608-BHKFN,Yes,Month-to-Month,70.05,4,Credit Card,317.22,Yes
7341-LXCAF,Yes,Month-to-Month,74.65,4,Bank Withdrawal,495.96,Yes
9462-MJUAW,Yes,Month-to-Month,50.4,4,Credit Card,328.36,Yes
8128-YVJRG,Yes,Month-to-Month,79.65,7,Credit Card,886.94,Yes
1569-TTNYJ,Yes,Month-to-Month,78.75,5,Bank Withdrawal,427.9,Yes
4749-VFKVB,Yes,Month-to-Month,50.1,1,Credit Card,96.59,Yes
7598-UAASY,Yes,Month-to-Month,76.4,2,Bank Withdrawal,192.8,Yes
7938-OUHIO,Yes,Month-to-Month,98.7,3,Bank Withdrawal,391.93,Yes
0431-APWVY,Yes,One Year,90.1,28,Bank Withdrawal,3111.63,Yes
